,Text,label
10,"Cognizant vs. Infy: Ravi Kumar is pulling out all stops to beat his former employer
Cognizant vs. Infy: Ravi Kumar is pulling out all stops to beat his former employer
Cognizant vs. Infy: Ravi Kumar is pulling out all stops to beat his former employer
Ravi Kumar, CEO, Cognizant; portrait by Sadhana Saxena.
Synopsis
The Cognizant CEO, who earlier worked in Infosys as president, is trying to make sure the company doesn’t lose its No. 2 crown. But Infosys is within striking distance to reclaim it. As Ravi Kumar goes into his second year as CEO with six ‘strategic imperatives’, Cognizant needs to fire on all cylinders to stay the course.

Cognizant CEO Ravi Kumar S, who enters his second year as CEO of the company, is pitted against his former employer in a revenue-supremacy war. Infosys, which lost the second-largest Indian IT services provider crown to Cognizant in June 2012, is within striking distance to reclaim it. Ravi Kumar, the former Infosys president, now needs to make sure that the company doesn’t lose ground. His first year as Cognizant CEO was hard. The US-listed IT",7
11,"The rivalry between electric vehicle pioneer Tesla and traditional automaker Ford reaches new heights as they compete for market share in the rapidly evolving automotive industry. With both companies investing heavily in electric and autonomous technologies, the battle for supremacy intensifies, shaping the future of transportation.",7
12,"In its interim order, Sebi noted profit makers, Nirmal Kumar Soni, Partha Sarathi Dhar, SAAR Commodities Private Ltd, Manan Sharecom Private Ltd and Kanhya Trading Company, made profit by executing trades which were allegedly executed based on advance information of stock recommendations given by guest experts Kiran Jadhav, Ashish Kelkar, Himanshu Gupta, Mudit Goyal and Simi Bhaumik.

ALSO READ- SC pulls up Sebi, cautions it against ‘lethargy’

The entities made unlawful gains to the tune of ₹7.41 crore from such trades and the profit was shared with guest experts as per prior understanding, Sebi noted.

Accordingly, all the entities are jointly and severally liable for impounding of the proceeds.

""The facts of this case demonstrates clear scheme of manipulation to harm the interest of investors by misguiding them to take position in securities so that profit makers could make profit at the cost of such investors,"" Sebi said in its 127-page order.

Unlawful gains made by these profit makers come, directly or indirectly, from the pockets of innocent investors who follow the advice of guest experts unaware of the fraudulent scheme, it added.

Further, Sebi restrained all the 10 entities ""from buying, selling or dealing in securities, either directly or indirectly, in any manner whatsoever until further orders"".

Also, the regulator has asked Zee Media Corporation to preserve and maintain all records, documents video records, along with their content, related to the guest experts and concerned shows till the final order of is passed.

ALSO READ- SEBI reviewing small, mid-cap funds' stress tests: Report

The present proceedings are emerging from an investigation conducted by Sebi to examine high correlation between the trading activities of certain entities and the stock recommendations given by guest experts featuring in different shows broadcasted on the television channel Zee Business during the period starting from February 1, 2022 and ending with December 31, 2022.

Considering the prima facie pattern of correlation of trades of suspect entities with recommendations made by guest experts on Zee Business, further investigation was undertaken in order to gather evidence of possible violation of Sebi rules.

Subsequently,a search and seizure operation was carried out on the premises of suspect entities after obtaining a Court order.

During the operation, certain electronic devices were seized and statement were recorded under oath.",7
13,"Nishikant Dubey also said that the time period between 1947 and 1990 can be dubbed as 'licence-permit raj' while the period between 2004-2014 as 'loot raj'.

HT Image
HT Image
During the discussion on the 'White Paper' on the Indian economy in the House, Dubey claimed that the period between 2014 and 2029 when the BJP ruled the country for two terms can be described as 'Ram raj'.

Discover the thrill of cricket like never before, exclusively on HT. Explore now!
He also alleged that then prime minister Manmohan Singh was never given a free hand to run the government and was at times not aware of decisions being taken by the government.

During the course of his speech, Dubey also referred to a kin of a top Congress leader alleging he was involved in corruption.

This evoked a strong reaction from the opposition benches.

He also alleged involvement of various Congress leaders in the Adarsh society scam, claiming provisions of the coastal regulation zone were ignored.

Referring to the issue of corruption during his speech, he said while a committee had submitted its report during the UPA rule, its recommendation was implemented by the Modi government in its first cabinet meeting in May, 2004 by setting up a task force on black money.

He also alleged that an ""illicit money"" corridor from Bangladesh to Jharkhand was functioning to help a particular political party whose single-point agenda is the Muslim vote bank.

Unlock a world of Benefits with HT! From insightful newsletters to real-time news alerts and a personalized news feed – it's all here, just a click away!- Login Now! Get India News ,Parliament Budget Session Live,RBI MPC Meet 2024 Livealong withLatest News and Top Headlines from India and around the world
Corruption
Next Story

BJP, PV Narasimha Rao's grandson attack Gandhi family after Bharat Ratna announcement
By
Vaibhav Tiwari
Feb 09, 2024 03:41 PM IST

PM Modi today announced Bharat Ratna, India's highest civilian honour, for the former PM.
New Delhi: NV Subhash, the grandson of late prime minister PV Narasimha Rao, slammed the Gandhi family on Friday after the Centre announced Bharat Ratna for the iconic politician, saying they were instrumental in making him a scapegoat for the failures of the Congress party.

PV Narasimha Rao teamed up with Manmohan Singh in 1991 and brought economic reforms that marked the beginning of India's success story.
PV Narasimha Rao teamed up with Manmohan Singh in 1991 and brought economic reforms that marked the beginning of India's success story.
""PM Modi has conferred PV Narasimha Rao even though he belongs to the Congress party. Now, I blame the UPA government, especially the Gandhi family from 2004 to 2014. When the UPA government was in power in the centre, leave alone Bharat Ratna, leave alone any awards, the Gandhi family was very, very instrumental in making Narasimha Rao a scapegoat for the failures of the Congress party,"" Subhash, a BJP leader, said.

Discover the thrill of cricket like never before, exclusively on HT. Explore now!
""It's a pride, it's an honour for us that at this point of time, at this crucial juncture where Narendra Modi has become the national leader and as the leader of the whole world where he has been constantly recognizing whether it is Bharat Ratna or Padma Vibhushan or including the Bharat Ratna, it is. I feel very, very emotional at this point in time because we have been expecting that the Bharat Ratna will be delayed,"" he added.

PM Modi today announced Bharat Ratna, India's highest civilian honour, for the former PM.

Read More
Next Story

Man awarded 10 years rigorous imprisonment for planning terror attacks in Kerala
By
HT Correspondent
Feb 09, 2024 03:35 PM IST

Riyas Aboobacker was convicted earlier this week for attempting to recruit persons for terrorist outfit ISIS and planning attacks in Kerala
A special National Investigation Agency (NIA) court in Kochi on Friday awarded a ten-year rigorous imprisonment (RI) sentence and a fine of ₹1.25 lakh to a man for planning terror attacks in Kerala.

The time the convict spent in jail would also be set off against the sentence awarded. (Representative file photo)
The time the convict spent in jail would also be set off against the sentence awarded. (Representative file photo)
Riyas Aboobacker was convicted earlier this week for attempting to recruit persons for terrorist outfit ISIS and planning attacks in Kerala.",7
14,"Virat Kohli doesn't owe an explanation to anyone, not even to the decision-makers
By
R Kaushik
T

It’s also up to Virat Kohli whether he chooses to explain or not because, truth to tell, he really doesn’t owe any explanation to anyone.
Even in his absence, Virat Kohli commands attention.
It’s been more than two and a half weeks since the Board of Control for Cricket in India sent out a detailed press release (a rarity) informing all concerned that the former captain had withdrawn from the first two Tests against England owing to personal reasons. Speculation had been rife in various quarters regarding what those ‘personal reasons’ might be, until AB de Villiers seemingly scotched all whispers by announcing on social media that the Kohli family was expecting their second child.

Discover the thrill of cricket like never before, exclusively on HT. Explore now!
De Villiers, one of Kohli’s closest mates on the cricketing circuit, then retracted his ‘terrible mistake’ by ‘sharing false information, which was not true at all’. The game of speculation will, therefore, begin anew, which does no one any credit.

As compelling a figure as Kohli is, he is as entitled to his privacy as us more anonymous mortals. Just because he is a public personality who is a champion at India’s most followed sport doesn’t give anyone the right to dissect his personal life. It’s immaterial what the reasons behind Kohli’s unavailability are; it’s also up to him whether he chooses to explain or not because, truth to tell, he really doesn’t owe any explanation to the larger world, perhaps not even to those in a decision-making capacity who only need to know if he available for selection or not.

Kohli is a fiercely dedicated family man who goes to great lengths to ensure he doesn’t miss the crucial moments in his life. While he is driven when it comes to cricket, he isn’t consumed by it. He leaves nothing behind when he practices or plays, no matter which team he represents, because that’s how he is wired. His intensity is fierce, his competitiveness doesn’t need to be regurgitated because everyone knows how energised he is by the scent of a battle. There are few individuals who have been so passionately committed to the cause for as long as Kohli – he made his senior India debut in August 2008, by which time he had already made people sit up and take notice of his batting exploits and his in-your-face attitude at the Under-19 level whilst leading the team to the World Cup title in Kuala Lumpur the same year – and while everyone wants a slice of him, he is in the impossible position of not being able to oblige everyone.",7
15,"4 Indian-American children go missing in Wisconsin, authorities issue ‘Amber Alert’
By
HT News Desk
Feb 09, 2024 07:23 PM IST

Four young children have been reported missing in Green Bay, prompting an amber alert. The kids have been identified as Indian-American.
Four young children have been reported missing in Green Bay, Wisconsin, prompting a Child Abduction Emergency (AMBER Alert). The kids have been identified as Indian-American with brown eyes and black hair.

Four young children have been reported missing in Green Bay, prompting a Child Abduction Emergency.(X@WIMissingPerson)
Four young children have been reported missing in Green Bay, prompting a Child Abduction Emergency.(X@WIMissingPerson)
The missing children are listed as 4-year-old Tru Ward, 1-year-old Journee Hargrove, 6-year-old Jada Hargrove, and 7-year-old Genesse Hargrove.

Experience Delhi’s rich history through a series of heritage walks with HT! Participate Now
Police have identified two suspects as Deanna M. Ward (34) and Diana L. Halfaday (57).

Both suspects, who are five feet and one inch tall, are Indian-American or Alaskan-native with brown eyes and hair.

They were last seen in the vicinity of Green Bay's 800 block of South Van Buren Street. According to the police, they were located near St. Vincent Hospital.

Two of the kids, according to officials, have medical issues that need daily medication.

It is unknown to the authorities if the suspects and missing kids are in a vehicle or not.



Indian students found dead in US under mysterious circumstances
The horrific attack in the United States on an Indian student named Syed Mazahir Ali has grabbed the attention of people in India. Ali was attacked by four armed thieves close to his Chicago home, resulting in critical injuries. Following the incident, a video of him bleeding went viral on social media.

“Four people attacked me. I was returning home with a food packet in my hand. I slipped near my house and the four people kicked and punched me. Please help me, bro. Please help me,” Ali can be heard saying in the video.

The event has highlighted the precarious security conditions that Indian students in the US are subject to. There have been multiple reports of violent attacks against Indian students throughout the US in recent times. Several Indian origin students, including Vivek Saini, Shreyas Reddy Beniger, Neel Acharya and Akul Dhawan, were found dead under mysterious circumstances there.",7
16,"Passenger suddenly opens car door on busy road, auto-rickshaw rams into it. Watch
ByTrisha Sengupta
Feb 09, 2024 07:28 PM IST

A video showing how a minor traffic accident took place when a passenger suddenly opened a car door in the middle of the road was shared on X.
A disturbing scene was captured on camera in the middle of a busy road. The video shows a passenger suddenly opening the door of a car, causing an auto-rickshaw to ram into the vehicle.

The image shows an auto-rickshaw that rammed into a car's door. (X/@3rdEyeDude)
The image shows an auto-rickshaw that rammed into a car's door. (X/@3rdEyeDude)
The video is posted on an X handle. “Passenger on a cab opens the car door in the middle of the road, causing an auto to ram into it. Despite the collision, she calmly walks away as if nothing happened. This was caught on dashcam footage,” reads the caption posted along with it.

Experience Delhi’s rich history through a series of heritage walks with HT! Participate Now
In the video, a car is seen standing in traffic when suddenly a passenger opens the door and tries to get out of the vehicle. At that very moment, an auto-rickshaw, coming from behind, collides with the door. The passenger, already standing on the road, tries to close the damaged door and then walks away.",7
17,"Musk v Zuckerberg: who’s winning?

One burned billions, the other has earned them
The playground rivalry between Mark Zuckerberg and Elon Musk dates back years—and in who-is-cooler-than-whom terms, Mr Musk usually wins easily. As an innovator, Mr Zuckerberg, co-founder of Facebook and boss of Meta, a social-media giant, has often been dismissed as a geeky dilettante in a hoodie. He has never received the Promethean kudos Mr Musk has for turning Tesla into a stallion of electric vehicles (EVs) and SpaceX into a rocket sensation. Mr Zuckerberg is notorious for his motto “move fast and break things”, which may have helped Facebook conquer the world but gave licence to critics to cast it as a social menace. Mr Musk is revered as a rule-breaker, plays up his bad-boy image and mostly gets away with it.",7
18,"‘Sexual connotations’: Sharmistha Mukherjee says attacked by Congress supporters on social media
By
Vaibhav Tiwari
Sharmistha Mukherjee claimed a supporter followed by senior Congress leaders said nasty things about her on social media.
New Delhi: Sharmistha Mukherjee, the daughter of former president Pranab Mukherjee, on Friday accused Congress supporters of viciously trolling her on social media for questioning the role of the Gandhi family in an interview last week. She said the trolls said nasty things to her with ""sexual connotations"".

Former president (late) Pranab Mukherjee and his daughter Sharmistha Mukherjee.(PTI file photo)
Former president (late) Pranab Mukherjee and his daughter Sharmistha Mukherjee.(PTI file photo)
""Ever since the book on my father came out...Congress social media and some of the Congress leaders also had been speaking against it. Congress social media had been viciously trolling me,"" she said.

Experience Delhi’s rich history through a series of heritage walks with HT! Participate Now
Referring to her remark on the sidelines of the Jaipur Literature Fest that the Congress should look beyond the Gandhi family for leadership, she said she has been facing all kinds of abuses since the interview.

""I made it very clear that I am a Congressperson, Congress still has a lot of importance to play in national politics. But the Congress should look beyond the leadership of the Gandhi-Nehru family...Since then all hell broke loose. All kinds of abuses had been heaped upon me. Not only that, dragging my father, the whole contention of that argument as if Congress is like a zamindari of the Gandhi-Nehru family...,"" she said.

Mukherjee claimed a supporter followed by senior Congress leaders said nasty things about her on social media.",7
19," Group has signed contracts to buy 1.6 million tons a year of copper concentrate for the Mundra facility that is set to start operations next month. 

According to a report in Bloomberg, the facility’s – world’s largest single-location smelter for industrial metal – first 500,000 tons of capacity will be started next month, confirmed Adani Natural Resources CEO Vinay Prakash. That will eventually be expanded to 1 million tons by March 2029 in order to meet the projected demands for Indian copper by the end of the decade. 

As per the report, the conglomerate is now seeking resource security in critical minerals and resuming capital expenditure. Prakash told the news site that the Mundra plant will be a low-cost producer with higher metal recovery that will enable them to remain competitive in the market. The concentrate deals are a mix of short and long-term arrangements, he said. 

The $1.2 billion Mundra facility located in Gujarat is expected to reduce India's reliance on imports and support energy transition. The plant is projected to achieve a full-scale capacity of 1 million tonnes by FY29. 

Kutch Copper Ltd, an Adani Enterprises Ltd subsidiary, is establishing a greenfield copper refinery project for the production of refined copper. The first phase achieved financial closure in June 2022 through a syndicated club loan. 

Adani Group aspires to be a global leader in the copper business and the world’s largest copper smelting complex by 2030. India's per capita copper consumption, currently at 0.6 kg, is expected to double by 2030 due to the drive towards clean energy systems and the increasing penetration of electric vehicles. ",7
20,"Paytm crisis: Following the Reserve Bank of India’s (RBI’s) regulatory action against Paytm Payments Bank, its independent director Manju Agarwal reportedly stepped down. The RBI on January 31, stopped Paytm Payments Bank from onboarding new customers and asked them to stop their key banking services from February 29. 

According to a report in CNBC-TV18, Agarwal who was serving in the board since May 2021 resigned from the board with immediate effect on February 1. 

The RBI said on Thursday that the apex bank is trying to minimise any inconvenience to the customer. RBI Governor Shaktikanta Das said that they give sufficient time to entities such as Paytm to comply before they take any regulatory action. 

Governor Das also said that the central bank will come out with a list of frequently asked questions (FAQs) on fintechs to allay customer doubts. He said that bank takes supervisory action only when constructive engagement does not work. 

""Why should we act if an entity is compliant with regulation? We are a responsible regulator,"" said Governor Das.  

Meanwhile, Paytm founder Vijay Shekhar Sharma reportedly met RBI officials to discuss the regulatory action against the company’s payments bank unit. They met the officials to reportedly discuss the roadmap to address the regulatory concerns. 

The company has also reportedly asked for an extension of the February 29 deadline. Sharma also sought to clarify from RBI regarding transfer of licence for the wallets business and FASTag. However, no resolution or forward movement was decided. 

Following the RBI MPC meeting on Thursday, Paytm shares hit the lower circuit of 10 per cent. The regulatory action by RBI has wiped out more than 41 per cent value of the counter in February so far, tumbling to Rs 447.10 from its close at Rs 761 apiece on January 31. ",7
21,"Regulatory Intervention Spurs Reflection in Fintech Sector
The recent regulatory intervention in the fintech sector has prompted introspection among industry players. As regulatory scrutiny intensifies, stakeholders assess the implications for their operations and business models. The evolving regulatory framework necessitates a reevaluation of compliance measures and risk management practices. Amidst these developments, industry participants seek clarity on regulatory expectations and strive to align with evolving norms.",7
22,"Paytm Saga Reflects Regulatory Complexities in Fintech Sector
The unfolding saga surrounding Paytm Payments Bank sheds light on the regulatory complexities confronting the fintech sector. Regulatory actions against Paytm underscore the challenges faced by digital banking platforms in maintaining compliance with regulatory standards. As industry stakeholders assess the fallout from these developments, attention turns towards regulatory responses and their implications for the broader fintech ecosystem.",7
23,"Samsung vs. Apple: Battle Intensifies Over Smartphone Market Dominance

In the fiercely competitive world of smartphones, Samsung and Apple continue to vie for dominance, with tensions escalating between the tech giants. As both companies strive to outdo each other in innovation and features, consumers eagerly await the latest showdown in the ongoing battle for supremacy.",7
24,"Google vs. Microsoft: Tech Titans Lock Horns Over Cloud Computing Supremacy

In the rapidly growing cloud computing market, Google and Microsoft are engaged in a fierce battle for dominance. As businesses increasingly shift towards cloud-based solutions, the rivalry between these tech giants escalates, with each vying to outshine the other in terms of performance, reliability, and innovation.

Title: Tesla vs. Ford: Electric Vehicle Pioneers Clash Over Future of Automotive Industry

The rivalry between electric vehicle pioneer Tesla and traditional automaker Ford reaches new heights as they compete for market share in the rapidly evolving automotive industry. With both companies investing heavily in electric and autonomous technologies, the battle for supremacy intensifies, shaping the future of transportation.",7
25,"A little under one year. That’s the time it took for the Adani-Hindenburg matter to reach its conclusion in the Supreme Court—from January 24, 2023, the day the US-based short-seller Hindenburg Research released a report accusing the Indian conglomerate of stock manipulation and financial fraud.

On January 3, 2024, a three-judge bench of the Supreme Court, headed by Chief Justice of India D.Y. Chandrachud, dismissed requests for creating a special investigation team (SIT) or transferring the probe into the allegations levelled by Hindenburg against the Adani Group to the Central Bureau of Investigation (CBI). It reposed faith in capital markets regulator Securities and Exchange Board of India (Sebi).


But this issue is far from over. Sebi is still conducting a probe related to certain allegations made by the US-based entity.

Without a doubt, the past year has been the most tumultuous in the history of the Adani Group, whose business interests span sectors like infrastructure, green energy, cement and FMCG.

The impact of the Hindenburg report was such that the conglomerate’s listed entities shed around $150 billion (`12.41 lakh crore) in market capitalisation just a month following its release.

To be sure, the group has consistently denied all allegations, terming the report a “malicious combination of selective misinformation and stale, baseless and discredited allegations that have been tested and rejected by India’s highest courts”. But that did little to assuage investor concerns, as was evident from the beating the stocks received.


After the verdict, Adani Group Chairman Gautam Adani posted on X (formerly Twitter): “The…Supreme Court’s judgement shows that: Truth has prevailed… I am grateful to those who stood by us. Our humble contribution to India’s growth story will continue…”

The Supreme Court order marks an important milestone as it brings the curtains down on what was one of the most keenly-followed cases by investors—not surprising as Adani Group stocks were among the biggest wealth creators in 2022.


“In an age where every news piece is taken at face value, the recent impartial scrutiny by regulators and the judiciary regarding third-party allegations is reassuring,” says Makarand Joshi, Founder of MMJC & Associates, a corporate compliance firm.


“The Supreme Court decision allowing Sebi to continue with investigation on the allegations…marks a significant step toward factual discernment. [It] sets a precedent, guiding retail investors to make informed decisions… It’s a powerful message against those exploiting rumours, signalling a new era of cautious investment decisions,” he adds.

The focus is now on Sebi. Incidentally, the regulator’s image was already boosted by the Supreme Court-appointed Expert Committee’s view that there was no failure on Sebi’s part.

The watchdog, as part of its submissions to the apex court, has stated that it conducted 24 investigations in the matter and 22 of those—alleged violations of rules on related-party transactions, insider trading, stock price manipulation, and FPI investments, among others—have already concluded. The Supreme Court has given Sebi three months to conclude the two pending probes.

Market participants, meanwhile, feel the biggest overhang on the group has lifted and the recent movement in stock prices corroborates this.

“Whatever was expected from the Supreme Court has come. Other than giving a good conduct certificate nothing else is pending,” says Arun Kejriwal, a market veteran and Founder of Kejriwal Research & Investment Services.

Some of the Adani Group stocks, including Adani Enterprises, Adani Green Energy, Adani Ports and Special Economic Zone, Adani Power, and Adani Total Gas have more than doubled when compared to their lows touched last year post the Hindenburg report.


But many group companies—Adani Total Gas, Adani Wilmar, Adani Energy Solutions, Adani Enterprises, and Adani Green Energy—are yet to touch the highs or levels seen before the Hindenburg report was released.

Stocks aside, investors will keep a close watch on Sebi as it concludes the two pending investigations and gets final clarity on a matter that has been in the news for the past one year and has impacted the overall Indian stock market as well.

The ball is now in Sebi’s court.",7
26,"In the rapidly growing cloud computing market, Google and Microsoft are engaged in a fierce battle for dominance. As businesses increasingly shift towards cloud-based solutions, the rivalry between these tech giants escalates, with each vying to outshine the other in terms of performance, reliability, and innovation.",7
